kilometres_ridden,engine_problem,battery_problem,breaking_issues,service_date,bought_date
15719,0,1,1,248,14-11-2013
68131,0,0,0,185,13-11-2017
99042,0,1,0,354,18-12-2020
54273,0,0,0,342,21-11-2014
19595,1,1,0,189,11-04-2016
75028,1,1,0,192,25-08-2011
80386,1,0,0,158,09-01-2020
34890,1,1,0,11,18-05-2019
68792,0,0,1,221,15-10-2013
20315,0,0,1,328,20-02-2018
25194,1,1,1,73,13-07-2021
57630,0,1,1,127,13-03-2019
74726,0,0,1,176,06-10-2022
95255,1,0,1,285,16-12-2020
38223,0,0,0,20,14-12-2019
47213,0,1,0,101,31-07-2010
30005,0,0,1,362,14-08-2011
36977,1,1,0,62,27-09-2014
36484,1,1,1,304,13-05-2020
50396,0,0,1,90,21-05-2016
60768,1,1,1,12,03-12-2010
85736,0,0,0,181,17-05-2013
20168,1,1,0,160,23-03-2013
67020,1,1,1,45,12-04-2016
99974,0,1,1,47,16-10-2022
15396,1,0,0,101,29-10-2014
46665,1,1,1,328,31-12-2016
40211,0,1,1,173,15-10-2015
88136,1,0,0,201,30-06-2019
98814,1,0,1,147,11-09-2016
93365,0,1,1,316,10-08-2012
67714,1,0,1,354,28-06-2021
87736,0,0,0,163,17-08-2014
59900,0,1,0,24,27-08-2021
15423,0,0,0,113,15-10-2014
58369,0,0,1,155,27-05-2020
14044,0,1,0,81,20-04-2013
93197,1,1,1,106,23-09-2012
18803,0,0,0,72,01-11-2022
47322,0,0,0,265,16-08-2016
29271,0,0,1,279,14-05-2017
88867,0,0,1,163,14-03-2020
36708,1,0,0,349,31-08-2017
39598,0,1,1,214,28-06-2013
46675,0,0,0,158,08-07-2010
76159,0,0,1,311,10-12-2016
64078,0,0,0,358,07-12-2014
54787,1,1,0,275,03-05-2014
40119,1,1,0,289,23-05-2021
26963,0,1,1,29,29-07-2019
64706,0,1,0,281,30-06-2019
62120,0,1,0,248,27-10-2020
92065,0,0,0,358,11-12-2019
95569,0,0,1,59,01-05-2010
23504,0,1,0,250,26-03-2016
91710,0,0,1,214,17-09-2018
50872,1,0,0,123,28-02-2016
15996,0,0,0,218,26-04-2014
29162,0,0,0,103,02-04-2018
64383,0,1,0,58,24-06-2022
24793,0,0,0,264,14-01-2012
61774,1,0,0,96,14-03-2010
63729,1,0,1,179,20-03-2016
13992,1,0,1,197,05-07-2017
96683,0,0,1,314,17-01-2016
14162,1,1,1,164,15-11-2014
16906,1,0,0,227,28-04-2015
55281,0,0,0,253,24-02-2019
56555,1,1,1,119,02-06-2018
10774,0,1,0,6,11-04-2018
71774,1,1,1,149,29-06-2010
53485,1,0,1,97,07-06-2019
81442,1,1,0,305,02-08-2018
58027,1,1,0,70,16-02-2012
66769,0,0,0,249,13-02-2020
96986,1,1,1,116,25-04-2016
48576,0,0,1,134,30-03-2015
46672,0,0,0,84,01-06-2020
52989,1,1,1,54,24-09-2010
20378,1,1,1,207,22-06-2018
31816,1,0,1,292,19-04-2012
62155,1,0,0,275,01-12-2014
79315,0,0,0,248,08-01-2020
69025,0,0,0,118,21-05-2021
59533,0,1,0,168,20-07-2020
33192,0,0,0,342,04-02-2020
23605,1,1,1,292,10-05-2019
68835,0,0,1,142,25-11-2017
54966,0,0,0,231,24-11-2012
36760,1,1,1,293,04-08-2019
97067,0,0,1,82,15-07-2017
74400,1,0,1,223,07-03-2013
79466,1,1,0,202,25-11-2019
49021,1,1,1,140,10-09-2022
41721,1,1,1,119,05-04-2017
88932,1,1,1,202,02-07-2010
77624,0,0,0,344,13-10-2011
15858,0,0,0,78,13-04-2021
50937,1,1,1,70,27-11-2018
31339,0,0,0,267,05-03-2013
76179,1,0,0,45,28-09-2021
58884,0,0,0,171,13-09-2013
48395,0,0,1,100,21-07-2011
67788,1,1,0,55,04-11-2022
24444,1,0,0,98,23-07-2014
22014,1,1,1,26,22-04-2016
70743,1,1,1,77,08-02-2021
35052,0,1,1,361,18-12-2013
37482,0,1,0,285,06-08-2013
40440,1,1,0,57,29-10-2013
71249,0,0,0,125,10-08-2021
53475,1,1,1,222,22-12-2022
81490,1,1,0,181,13-04-2014
10988,1,0,0,192,13-02-2021
54718,0,1,1,332,01-07-2010
62212,1,1,0,83,28-01-2018
50943,1,1,1,118,19-12-2016
91078,1,1,1,281,13-03-2012
21310,0,1,1,36,16-03-2010
19983,1,0,0,343,30-12-2020
51272,0,0,0,198,28-01-2010
33771,1,0,0,124,02-11-2021
57379,0,1,1,64,08-04-2014
85714,0,1,1,313,24-03-2013
36397,1,0,1,304,04-02-2016
79723,1,1,0,212,12-04-2021
77105,0,1,0,307,12-12-2017
67102,0,0,1,225,24-02-2022
34595,0,0,0,64,15-02-2020
91168,1,0,0,208,14-12-2020
88924,1,1,1,114,26-02-2018
61869,0,1,1,268,25-02-2018
21018,1,1,0,127,02-12-2019
66849,1,1,1,120,29-08-2021
17983,1,1,1,362,17-11-2021
72577,0,1,1,121,17-08-2017
10163,0,0,1,52,08-01-2012
64775,1,1,0,291,28-09-2010
16384,0,1,1,185,16-10-2015
72151,0,1,0,165,14-08-2015
91848,0,1,1,224,20-05-2022
91895,1,1,1,60,31-10-2018
69737,0,0,1,152,13-07-2012
97759,0,0,0,189,29-05-2018
88011,0,0,0,287,01-06-2022
76635,0,1,1,47,18-11-2014
36733,0,0,0,147,17-08-2017
88172,0,1,0,6,09-02-2022
41690,1,0,1,295,14-01-2014
64003,1,0,0,153,09-10-2021
60831,1,1,1,191,18-10-2011
18985,0,1,1,295,18-04-2013
85080,0,0,1,223,11-05-2022
19543,1,0,1,177,07-01-2020
27562,1,1,1,152,05-05-2020
58231,0,0,1,56,07-04-2020
86826,1,1,0,266,28-04-2015
11024,1,1,0,269,24-11-2019
63173,0,0,1,340,11-11-2020
41407,1,0,1,208,24-03-2019
99318,1,0,0,50,23-09-2016
43101,0,1,0,279,08-06-2020
88757,0,1,1,347,06-11-2021
44533,0,1,1,190,26-01-2022
30827,1,0,1,208,17-08-2017
13024,0,1,1,266,09-01-2019
71484,1,0,1,304,12-02-2011
28639,1,1,0,242,19-03-2010
89859,0,0,0,3,08-02-2019
52117,1,0,1,249,04-02-2011
37726,1,0,1,98,26-05-2014
80167,0,0,1,302,28-02-2023
41956,0,0,0,127,02-01-2023
58208,0,0,0,83,18-03-2018
47007,1,0,0,273,30-12-2011
66126,1,0,0,191,21-02-2016
82871,0,0,1,236,19-12-2016
75534,0,0,0,130,20-06-2022
85419,0,0,0,149,22-01-2023
81374,0,0,1,95,03-09-2010
65667,1,1,0,359,22-05-2021
14700,1,1,1,130,15-12-2020
39536,0,1,0,255,27-04-2018
39176,1,0,0,287,12-01-2010
11446,1,0,1,178,16-12-2019
73601,0,0,0,39,03-08-2010
60329,1,1,0,28,22-11-2022
58892,0,0,1,71,03-03-2020
28375,1,0,1,9,19-12-2011
59037,0,0,1,319,04-01-2018
88508,1,0,1,302,04-05-2014
40295,1,0,1,196,15-12-2017
47562,0,0,0,125,19-12-2022
92606,0,1,1,220,30-11-2018
99660,0,0,0,147,08-07-2012
52456,1,0,1,261,02-01-2012
96738,1,0,1,196,26-07-2022
70450,1,1,0,285,08-05-2012
71664,1,0,0,340,24-01-2018
67453,0,0,1,260,20-01-2010
48975,0,1,0,308,23-09-2017
53651,0,1,1,131,10-10-2019
41936,0,1,1,141,06-03-2018
46529,0,1,1,176,30-01-2016
74212,1,0,0,307,10-04-2012
18269,1,1,1,236,17-09-2021
35683,0,1,0,186,17-04-2012
52141,1,0,0,18,15-11-2017
91536,0,0,0,262,24-10-2014
34826,1,0,1,344,03-11-2021
40689,1,0,0,115,29-09-2019
68375,0,0,1,298,23-05-2016
13885,0,1,1,205,12-09-2010
12122,0,1,0,339,09-09-2011
56643,1,1,1,11,18-01-2018
59663,0,0,0,268,28-09-2019
79714,1,0,0,236,04-10-2022
43809,0,1,0,108,25-05-2015
56308,1,0,0,291,10-09-2016
22426,0,1,0,27,16-10-2011
38010,1,0,1,342,21-04-2012
62010,1,0,0,142,29-08-2012
30362,1,0,1,309,12-10-2019
51195,1,0,1,151,10-07-2019
68026,0,1,1,85,26-10-2013
94588,1,1,0,156,09-02-2022
88766,1,0,1,80,05-07-2015
95742,0,1,1,331,03-07-2015
28681,1,0,1,142,14-01-2015
26335,1,0,1,69,17-04-2013
17072,1,0,0,1,12-06-2019
32280,1,0,0,245,16-03-2017
65463,1,1,1,124,29-01-2023
40731,0,0,1,213,29-09-2012
33309,1,1,1,29,22-11-2013
86252,1,1,1,50,27-10-2018
13690,1,1,0,268,11-07-2021
60329,0,1,1,40,26-02-2018
47315,1,0,1,70,19-03-2017
13410,0,1,1,26,02-05-2022
13721,0,1,0,288,05-01-2021
92791,0,0,1,104,24-04-2013
83488,1,0,1,103,03-06-2011
51916,1,1,1,173,06-12-2014
38074,0,1,1,37,09-06-2022
16348,1,1,1,294,26-11-2016
24397,1,1,1,336,04-12-2013
45429,0,0,0,258,08-07-2012
36707,1,0,1,48,05-10-2012
20169,1,0,1,299,16-07-2013
43525,0,0,0,73,03-08-2012
30255,0,1,0,99,07-07-2013
66235,0,1,1,8,09-02-2019
37848,0,1,1,86,09-02-2012
62187,1,0,1,326,25-01-2010
62901,0,0,1,231,08-11-2020
63302,1,0,1,113,22-06-2018
57793,0,1,0,217,20-03-2015
41282,0,1,0,300,24-02-2016
48128,0,1,1,109,10-06-2013
15481,0,1,1,96,06-09-2020
74734,0,0,1,71,09-07-2014
42148,0,1,1,237,23-01-2016
12587,0,1,0,255,18-04-2012
57983,0,1,1,84,29-07-2020
41505,1,1,0,117,21-02-2020
27860,1,1,0,291,08-06-2015
98376,1,0,1,54,06-12-2020
18056,1,1,1,133,17-10-2013
56348,0,0,0,24,25-02-2016
99044,1,1,1,37,01-10-2018
39148,0,1,0,116,20-07-2012
30170,0,1,0,330,28-03-2015
83768,0,0,0,106,10-04-2020
93022,0,0,1,106,29-04-2011
82733,1,1,0,335,01-11-2022
44349,1,1,1,346,03-10-2011
52760,1,1,0,60,09-03-2014
21001,0,0,0,308,23-12-2021
22783,1,1,0,302,01-08-2010
81689,0,0,0,138,28-06-2022
91014,0,0,0,19,04-06-2021
46720,0,0,1,295,08-03-2019
43574,0,0,1,283,03-02-2021
77632,1,0,0,302,30-09-2018
30240,0,0,1,114,26-07-2019
83530,0,1,1,137,04-04-2010
88634,0,0,0,216,02-02-2020
15968,0,1,1,145,24-04-2022
30658,0,0,0,239,29-09-2014
32961,0,0,1,268,19-02-2020
37194,1,1,1,105,31-12-2013
87742,1,0,0,301,02-11-2019
48301,0,1,0,280,28-07-2013
62919,1,0,1,357,12-02-2019
92506,1,1,0,301,04-04-2017
51825,1,1,0,343,04-06-2019
10549,0,1,0,93,20-06-2016
81602,1,0,1,8,17-06-2015
84264,0,1,1,197,15-10-2016
55406,0,1,0,136,26-10-2011
17474,1,1,1,216,11-08-2017
71412,0,1,0,206,21-04-2011
83169,1,0,1,325,26-09-2014
46970,0,1,1,302,17-02-2016
14536,1,1,1,121,14-07-2012
58247,1,1,0,18,18-12-2016
75119,0,1,0,158,25-08-2011
71043,0,1,1,176,22-12-2022
47951,0,1,0,144,08-10-2011
21495,1,1,0,129,19-06-2014
63229,1,1,1,286,03-10-2014
94753,0,1,0,175,18-02-2017
26966,0,0,1,360,12-11-2018
86394,1,0,1,107,26-10-2011
17139,0,1,0,200,07-02-2011
60425,0,1,1,300,07-03-2018
70852,0,1,1,27,26-04-2016
14352,0,0,1,162,24-05-2014
40646,1,0,1,271,27-08-2021
80925,0,1,1,286,23-11-2014
78209,0,1,0,332,16-04-2015
78285,1,1,0,48,18-08-2015
25713,1,1,1,254,16-03-2013
12715,0,0,0,216,30-10-2014
24786,0,1,1,202,20-11-2019
68315,1,1,1,132,30-11-2012
63071,1,1,1,63,02-03-2018
88586,1,0,0,305,21-04-2019
20756,1,1,1,114,24-06-2013
87962,1,0,1,52,20-05-2017
96576,1,1,1,48,12-10-2013
14974,1,0,0,346,27-05-2022
33813,0,1,0,268,19-09-2018
35538,1,1,1,174,15-05-2022
33826,1,1,0,315,28-04-2016
57803,1,1,0,361,18-04-2013
11996,0,1,1,172,26-03-2010
85355,0,0,0,337,06-09-2017
81906,0,1,0,173,02-03-2010
40622,0,0,0,84,07-01-2014
99650,0,0,0,300,28-07-2013
78083,0,1,1,319,25-05-2022
70335,1,0,0,201,29-01-2014
60735,1,1,1,59,19-10-2018
62085,0,1,0,285,06-03-2015
23890,0,0,1,117,08-08-2021
85426,0,0,0,349,04-08-2016
78452,1,1,0,140,11-03-2010
12868,1,1,0,355,10-02-2013
32091,0,0,1,128,09-08-2022
87837,0,1,1,151,17-05-2011
97129,0,0,0,112,25-09-2011
78183,0,1,0,268,03-12-2012
29898,1,0,1,307,25-06-2020
96957,0,0,1,354,21-08-2011
14733,0,1,1,238,15-01-2019
14087,1,1,0,288,19-01-2019
13962,1,0,1,96,05-10-2018
53490,0,0,1,26,09-12-2017
39751,1,1,0,274,29-06-2012
39121,0,0,0,357,22-11-2018
89964,0,1,0,195,18-12-2012
46178,1,0,0,247,02-12-2012
20200,0,0,1,199,11-04-2022
37988,0,1,1,254,25-10-2018
72135,1,0,1,150,10-01-2010
64221,0,0,0,261,19-06-2010
72833,1,0,1,255,21-11-2022
74642,0,1,1,10,18-02-2021
73640,1,1,0,266,31-01-2018
78767,0,1,1,64,02-12-2012
88353,0,0,1,295,30-08-2021
48014,0,1,1,14,27-11-2012
60181,1,0,0,7,09-06-2015
34005,0,1,0,98,09-08-2015
65001,0,0,0,342,21-11-2022
65183,1,1,0,264,02-10-2013
68835,0,1,0,298,26-09-2015
81781,1,1,0,212,30-07-2014
39488,0,0,1,307,05-07-2014
48632,1,1,0,215,19-08-2019
95537,1,1,0,164,18-01-2023
72975,0,1,1,188,27-05-2012
92855,0,0,1,68,20-02-2013
11263,1,0,0,138,07-09-2011
64601,0,0,0,102,11-03-2021
66751,0,0,1,324,22-10-2010
73960,1,1,1,197,25-06-2012
81741,0,1,1,91,20-08-2016
87424,1,0,1,156,24-04-2023
39867,1,1,0,1,20-05-2014
44904,0,0,0,134,02-06-2017
97499,1,1,0,6,12-05-2020
72543,1,0,1,334,05-03-2019
63052,1,1,0,23,29-09-2010
89322,0,1,0,59,06-06-2019
25485,1,0,1,141,16-08-2013
44138,1,0,0,6,21-04-2015
82730,0,0,0,90,17-03-2023
54813,1,1,1,81,11-12-2012
33341,1,0,0,238,12-06-2022
87594,1,0,1,67,24-11-2020
46413,1,1,0,83,09-12-2017
66320,1,0,1,326,14-07-2015
11010,0,1,0,245,06-05-2018
28780,0,0,1,227,31-01-2011
81514,1,0,0,113,22-06-2014
74339,1,1,0,161,11-02-2019
94775,1,1,0,167,11-04-2022
66752,1,0,1,68,14-01-2022
44786,1,0,1,198,21-09-2017
75624,1,1,1,82,11-12-2011
10751,1,1,0,281,27-04-2013
19814,0,0,0,123,01-11-2015
70964,0,0,1,84,26-03-2013
24026,0,1,1,83,02-04-2012
50304,0,0,1,312,22-04-2020
29268,1,0,1,249,22-10-2021
51336,1,1,0,324,07-02-2023
65194,1,1,0,205,08-04-2013
69228,0,0,0,211,26-05-2010
85967,0,1,0,261,25-07-2013
72502,0,1,1,48,20-01-2019
20136,1,1,1,8,18-12-2016
20168,1,0,1,4,12-08-2022
47776,0,0,1,276,10-10-2015
29522,1,0,0,294,20-07-2020
30286,1,1,0,335,04-03-2016
27048,0,1,0,142,05-10-2021
80562,0,0,1,333,25-05-2010
35791,1,1,0,65,26-08-2017
71944,0,1,1,104,28-02-2021
10063,1,0,1,298,12-10-2021
37396,1,1,1,323,15-09-2010
76028,0,1,1,313,21-08-2022
32944,0,0,1,343,11-08-2022
91282,1,0,0,231,13-04-2017
69342,0,1,1,227,16-04-2021
15614,0,1,1,146,23-11-2015
23390,1,0,0,50,18-11-2015
64244,1,1,0,8,13-07-2018
29127,1,1,0,325,11-09-2011
47722,1,1,0,278,24-07-2022
71674,1,1,0,81,02-06-2012
79582,0,1,1,164,12-02-2014
55545,0,1,1,229,05-02-2011
83602,0,0,0,190,30-06-2017
93224,0,0,0,269,16-12-2015
94801,0,0,0,153,29-12-2016
76451,0,0,0,331,03-06-2014
61436,1,0,0,45,27-02-2010
50804,0,1,0,199,15-02-2013
90364,0,1,1,30,25-01-2017
88839,0,1,0,338,04-08-2011
37439,1,0,1,143,02-09-2018
73098,1,1,1,270,12-04-2019
56195,0,0,1,49,05-11-2019
69575,1,0,1,207,31-12-2020
87298,1,0,1,305,05-01-2020
78878,0,1,1,76,21-07-2020
27949,1,1,1,254,21-03-2015
94701,1,1,0,76,10-07-2021
98736,1,1,0,52,25-05-2015
24058,1,1,1,97,09-03-2021
45565,0,0,1,321,26-05-2013
51613,0,0,0,317,01-04-2023
97963,1,0,0,178,02-03-2012
75512,1,0,0,329,31-03-2010
39543,1,0,1,165,18-07-2010
84923,0,1,1,176,24-01-2014
27759,1,0,1,142,09-08-2020
43288,0,1,0,73,08-06-2021
39101,1,0,1,278,28-12-2010
21036,0,0,1,86,07-10-2019
34486,1,1,1,280,25-01-2016
41751,1,1,0,251,28-07-2018
38013,1,0,1,255,05-02-2011
20844,0,1,0,185,19-11-2019
98509,0,1,1,153,22-08-2015
53754,1,0,1,139,02-09-2020
81211,1,1,0,295,14-06-2022
68376,0,1,0,252,24-12-2021
36980,1,0,1,172,01-01-2023
60649,1,0,0,250,27-05-2011
53676,1,1,0,118,12-12-2022
35709,1,0,1,184,08-05-2018
20272,0,0,0,6,28-06-2012
22361,1,1,0,190,08-11-2021
29880,0,0,0,337,03-03-2021
90513,1,1,0,298,13-01-2014
64723,1,1,1,228,30-07-2010
68861,0,0,1,320,23-04-2020
62688,1,0,1,257,13-03-2019
98889,1,0,1,217,14-03-2013
16653,0,1,1,226,31-10-2020
92749,0,0,0,101,23-05-2016
68102,0,0,0,204,24-01-2013
54123,0,1,0,175,08-05-2018
18109,0,0,0,284,24-11-2011
12787,0,0,1,97,10-09-2021
51424,1,0,1,139,20-08-2018
43307,0,0,1,70,20-05-2014
26786,1,0,1,96,05-07-2012
78890,1,0,0,190,10-06-2016
89281,0,0,0,135,14-04-2014
11521,0,0,1,189,16-02-2010
88288,0,0,1,324,24-02-2015
98489,1,0,0,358,18-12-2016
88089,1,1,1,120,06-08-2020
62917,0,1,0,213,18-06-2012
13615,0,1,0,153,29-07-2011
81359,0,1,0,249,17-02-2013
74959,0,0,1,162,07-02-2020
58582,1,0,0,324,20-07-2021
87548,1,0,0,143,07-05-2018
59597,1,0,1,247,18-02-2011
89529,1,1,0,254,03-07-2014
16445,0,0,0,360,16-09-2017
85523,1,1,0,186,03-09-2011
51499,0,0,1,343,02-08-2018
60114,1,1,1,301,14-01-2020
51992,1,1,0,34,22-09-2013
10608,1,0,1,271,21-07-2016
52622,0,1,1,92,21-10-2021
26228,1,1,0,89,12-12-2022
89304,0,0,0,275,10-12-2017
44198,0,0,1,178,02-03-2017
70207,1,0,0,330,09-01-2016
62097,0,0,1,220,20-06-2017
21607,0,1,1,201,07-10-2013
53810,1,1,0,76,01-05-2020
20758,0,1,0,165,11-09-2022
26206,1,0,1,16,26-12-2016
63241,1,0,1,287,13-02-2010
67387,1,1,0,353,02-03-2010
98301,0,0,1,267,08-04-2023
46339,0,0,1,60,09-07-2021
98041,0,0,0,188,01-04-2023
27304,1,0,1,156,12-08-2014
57076,0,1,0,101,08-03-2017
57164,0,1,0,228,20-07-2014
35198,1,1,1,264,10-11-2016
62924,0,0,0,57,22-02-2019
10993,0,1,1,199,01-04-2016
32932,0,1,1,59,12-08-2021
53703,0,1,1,47,02-09-2010
87849,1,1,0,164,26-07-2014
37261,0,0,1,221,03-10-2012
96878,0,0,1,323,28-07-2018
42713,0,0,1,285,28-12-2015
54808,1,0,1,118,17-02-2020
29152,1,0,1,223,12-04-2022
24749,0,1,1,82,11-02-2019
13490,0,0,0,355,17-09-2018
78395,0,0,0,145,02-07-2022
77260,1,1,1,168,15-05-2011
77743,1,0,0,66,04-02-2014
51739,0,0,1,263,15-09-2016
91414,1,1,1,109,02-04-2011
23731,1,1,1,333,13-04-2012
66007,0,1,1,356,07-08-2017
46434,1,0,1,217,20-10-2013
88049,1,0,0,61,06-12-2012
66901,0,0,0,180,15-02-2015
54555,1,1,0,179,28-01-2019
87632,0,1,0,243,12-06-2012
77888,1,0,1,264,07-05-2019
80281,0,0,1,88,03-03-2023
31689,1,1,1,346,16-05-2010
82987,0,0,1,173,01-10-2010
51109,1,0,1,137,19-08-2014
72142,0,0,1,85,23-11-2018
67764,1,0,1,84,02-11-2021
57204,1,1,0,278,11-10-2021
78881,1,1,1,42,15-06-2014
23651,1,0,1,21,16-08-2015
17447,1,1,1,27,07-06-2015
65836,0,0,0,283,30-05-2021
98223,1,1,1,303,16-06-2016
91034,1,1,0,327,27-10-2015
81230,1,1,1,354,10-09-2012
99464,0,1,1,122,13-04-2017
91757,0,1,0,320,29-11-2015
90527,0,0,0,65,12-06-2021
38879,1,0,0,224,21-06-2021
42804,1,0,0,162,17-09-2016
58536,0,1,1,137,13-09-2020
52168,0,1,0,13,04-01-2010
84293,1,0,1,144,30-12-2020
70411,0,1,0,188,15-03-2018
45673,0,1,1,277,03-07-2014
45859,0,0,1,288,21-08-2014
26072,1,1,1,23,23-05-2019
78046,0,1,0,172,07-03-2021
98629,1,0,1,22,09-05-2020
31956,0,0,1,130,09-11-2012
42942,1,0,0,167,28-12-2018
70383,1,0,0,169,11-08-2014
68285,1,0,1,125,28-11-2015
25011,1,0,0,267,05-07-2020
16973,1,1,0,299,11-02-2013
56554,1,1,0,303,01-08-2021
92231,1,1,1,67,14-04-2016
88600,1,1,1,360,17-04-2010
99213,0,0,0,36,28-09-2022
97302,0,0,1,117,09-02-2010
16909,1,0,0,335,06-12-2020
26149,0,1,0,58,25-05-2016
87450,0,0,1,296,09-02-2011
75569,1,1,1,263,25-02-2013
49723,1,1,0,290,15-12-2020
70512,1,1,1,118,08-10-2015
71911,0,0,1,54,14-08-2016
28901,1,0,1,265,31-08-2014
82892,1,0,0,51,27-01-2010
78539,1,0,0,303,11-11-2017
15785,1,0,1,273,02-11-2011
37516,0,0,0,214,07-02-2015
44595,1,0,1,254,06-02-2022
94786,0,0,0,328,05-03-2019
36944,1,0,1,224,02-04-2017
26534,1,1,0,3,14-09-2015
38383,0,0,1,252,17-05-2020
63743,0,0,0,125,12-05-2020
30153,1,0,1,138,02-05-2013
16311,0,0,1,185,27-01-2019
10086,1,0,1,278,09-02-2020
50328,1,1,1,2,10-07-2016
25576,0,1,1,362,30-11-2022
26733,1,1,1,69,19-03-2022
12128,0,0,0,33,05-09-2021
34487,1,0,0,49,21-04-2021
88066,0,1,0,169,16-08-2020
75119,1,0,1,25,09-02-2010
19230,1,1,1,15,22-08-2014
11007,1,1,1,137,07-11-2017
88650,1,0,1,58,11-05-2014
36083,1,1,1,298,30-07-2010
45983,1,0,1,104,16-02-2016
43288,0,0,1,263,14-03-2021
67555,0,1,1,153,13-03-2010
89808,0,1,0,256,10-06-2020
91229,0,1,1,30,27-11-2011
32495,0,0,1,177,23-10-2012
44665,0,1,0,186,18-08-2017
14152,0,1,1,52,02-11-2012
51901,0,1,1,349,23-05-2014
18760,0,1,0,149,26-09-2014
53120,1,0,0,15,18-03-2018
77567,0,1,0,219,24-09-2022
45452,1,1,1,232,07-04-2015
24464,0,1,1,280,19-01-2018
19334,1,0,1,82,12-09-2018
96292,1,0,0,117,21-07-2013
90285,0,1,0,223,22-12-2016
44761,0,0,0,93,13-05-2017
46292,1,1,0,263,26-02-2023
39057,1,1,1,334,07-04-2014
99830,0,1,0,190,26-11-2020
72127,1,0,0,205,19-07-2013
95741,0,1,1,71,11-01-2018
34241,0,1,1,286,22-07-2022
64416,0,0,0,297,12-09-2020
19756,0,0,1,10,06-02-2021
99903,0,1,0,268,23-02-2010
61599,0,1,0,328,08-11-2022
32758,1,0,1,258,07-01-2020
44200,1,0,1,237,13-09-2018
71142,0,1,1,81,08-11-2019
31245,1,1,0,2,28-11-2019
75245,1,1,0,328,26-05-2015
40709,0,0,1,169,23-06-2021
84445,1,1,0,213,23-01-2012
74006,1,1,0,11,15-04-2010
78799,1,0,0,279,16-04-2016
49016,1,0,1,106,06-05-2019
49686,1,0,0,249,28-01-2020
62781,1,0,1,230,09-10-2010
83162,0,0,0,61,17-10-2015
61190,0,1,1,339,25-08-2022
74144,1,0,0,283,19-12-2018
78442,0,0,1,350,28-04-2019
12820,1,1,0,34,02-08-2016
38221,1,1,1,152,15-07-2021
88103,0,1,1,98,30-09-2019
27225,0,1,1,264,01-01-2020
17643,0,0,1,220,10-09-2011
55988,0,1,0,28,29-10-2019
29116,1,1,1,207,27-10-2010
23989,1,0,0,44,26-02-2021
75394,1,1,1,345,07-01-2016
39205,0,1,1,219,24-01-2018
24316,1,0,0,277,28-04-2022
16808,1,1,1,355,10-08-2022
91895,1,0,0,107,25-08-2013
63844,0,0,0,19,25-07-2016
88366,1,1,0,198,22-09-2010
85414,0,1,1,264,14-12-2015
24793,0,0,0,92,11-08-2012
15434,0,1,1,107,20-10-2013
33177,0,1,0,292,19-06-2022
53696,1,0,1,215,24-10-2021
47494,1,0,0,294,20-06-2016
81071,0,0,0,83,29-07-2013
73411,1,0,0,108,11-03-2016
16285,1,1,0,310,08-06-2022
54406,1,1,1,170,25-09-2017
30488,1,0,0,227,27-11-2021
53627,0,1,0,161,16-07-2014
41174,1,0,0,232,29-09-2010
35748,1,1,1,41,18-06-2018
18030,0,0,0,60,19-12-2022
30761,1,0,1,352,12-01-2012
40716,0,1,0,274,01-05-2020
12384,0,1,0,62,27-01-2013
24280,0,0,1,137,12-06-2017
79959,1,0,1,284,30-10-2010
78963,1,0,0,338,24-09-2021
14938,0,1,0,60,12-04-2020
54071,0,1,1,161,21-09-2020
87161,0,0,0,189,03-01-2019
41456,1,0,1,116,22-02-2020
83856,1,1,1,199,30-04-2015
43545,0,1,1,182,29-03-2020
46960,1,0,0,154,15-03-2010
16952,0,0,0,230,15-09-2021
57308,0,0,1,295,26-05-2011
21556,0,0,1,218,04-07-2010
50838,0,0,0,249,11-08-2014
32375,1,1,0,136,26-06-2021
41955,1,0,0,176,04-03-2020
22741,1,1,1,267,29-07-2014
89595,0,0,0,22,23-07-2012
34106,0,1,0,257,12-07-2022
29680,0,0,1,152,22-08-2015
10434,0,1,0,114,12-07-2014
83422,1,0,0,160,15-06-2021
56992,1,0,0,36,14-02-2010
55537,0,1,0,362,03-01-2012
29476,0,1,1,157,04-03-2010
47426,0,0,1,174,23-11-2015
73803,0,1,0,220,29-03-2022
76475,0,1,1,152,24-10-2011
82441,1,1,0,8,05-04-2016
51499,1,0,1,178,30-09-2022
98618,0,0,0,240,03-02-2013
26899,0,0,1,204,29-05-2021
48627,1,0,1,272,27-01-2019
70097,0,1,0,56,27-11-2017
35966,0,1,0,103,03-04-2014
36816,1,0,0,251,03-08-2019
47058,1,1,1,29,22-05-2019
53834,1,0,1,62,18-03-2013
89465,0,0,0,117,10-08-2013
28146,0,0,0,181,24-10-2014
64863,1,1,1,162,18-10-2014
50623,1,1,1,317,03-08-2019
28030,1,0,1,251,09-06-2019
57057,0,0,0,165,11-02-2015
61251,0,0,0,352,13-01-2011
26294,0,0,0,187,13-07-2017
35382,0,1,1,215,18-05-2014
61304,1,1,1,3,10-07-2015
72888,0,1,0,3,01-02-2016
13360,1,1,1,234,21-02-2014
87809,0,0,1,83,08-07-2022
18440,1,0,1,272,22-10-2015
76314,1,1,0,296,18-03-2010
50678,1,0,0,325,30-07-2011
13168,0,0,1,79,07-02-2018
75650,0,1,0,115,08-09-2016
40916,0,1,1,116,06-10-2011
28626,0,1,0,178,16-02-2013
22022,0,1,0,101,02-12-2022
